term,p-value,q-value
Regulation Of Postsynaptic Neurotransmitter Receptor Activity (GO:0098962),9.94645520003006e-05,0.004887971483883494
Regulation Of Tau-Protein Kinase Activity (GO:1902947),9.94645520003006e-05,0.004887971483883494
Axon Development (GO:0061564),9.982997735616817e-05,0.004887971483883494
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),0.00018535696321080416,0.008449720874644245
Positive Regulation Of Synaptic Transmission (GO:0050806),0.00018535696321080416,0.008449720874644245
Endosomal Lumen Acidification (GO:0048388),0.00019227876250325614,0.008473084134310154
Regulated Exocytosis (GO:0045055),0.0002199784262847257,0.009381015469303465
Regulation Of Apoptotic Process (GO:0042981),0.00024453939776228995,0.010102533870054603
Glycolytic Process (GO:0006096),0.0002542367174639295,0.010184876984464086
Regulation Of Dendritic Spine Morphogenesis (GO:0061001),0.00029088238061144585,0.010987043061952327
Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732),0.00029088238061144585,0.010987043061952327
Presynaptic Endocytosis (GO:0140238),0.0003311675664223545,0.011832527643523043
Modulation Of Excitatory Postsynaptic Potential (GO:0098815),0.0003311675664223545,0.011832527643523043
Regulation Of Neuron Death (GO:1901214),0.0004036423608956602,0.014038325799968799
Synaptic Vesicle Membrane Organization (GO:0048499),0.0004141412301049797,0.014038325799968799
Cellular Response To Amyloid-Beta (GO:1904646),0.00047590255215427494,0.015728579348698785
Regulation Of NMDA Receptor Activity (GO:2000310),0.0006270613553091155,0.020063125401334224
Regulation Of Secretion By Cell (GO:1903530),0.0006374064045809663,0.020063125401334224
Regulation Of Protein Tyrosine Kinase Activity (GO:0061097),0.0008092171894855442,0.022867997322712694
Phosphorylation (GO:0016310),0.0008253532550614277,0.022867997322712694
Synaptic Vesicle Endocytosis (GO:0048488),0.0008915919966614546,0.022867997322712694
Nervous System Development (GO:0007399),0.0008983588054882308,0.022867997322712694
Negative Regulation Of T Cell Receptor Signaling Pathway (GO:0050860),0.0008992780652935855,0.022867997322712694
Excitatory Postsynaptic Potential (GO:0060079),0.0008992780652935855,0.022867997322712694
Lysosomal Lumen Acidification (GO:0007042),0.0008992780652935855,0.022867997322712694
Regulation Of Nervous System Process (GO:0031644),0.0008992780652935855,0.022867997322712694
Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031),0.0008992780652935855,0.022867997322712694
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),0.0008994976254017096,0.022867997322712694
Carbohydrate Catabolic Process (GO:0016052),0.0009797000267527949,0.024437045950324428
Central Nervous System Development (GO:0007417),0.0010532948698745977,0.025524404420152975
Neuron Projection Morphogenesis (GO:0048812),0.0010619078994768636,0.025524404420152975
Response To Amyloid-Beta (GO:1904645),0.0011739675463560534,0.02722780870671408
Learning (GO:0007612),0.0011739675463560534,0.02722780870671408
Regulation Of Calcium Ion Transmembrane Transport (GO:1903169),0.0012365096765005659,0.028183892971271517
Synaptic Vesicle Recycling (GO:0036465),0.0012805524945503277,0.028693057589754798
Regulation Of Neurotransmitter Transport (GO:0051588),0.0014311704708589708,0.031533456041259324
Positive Regulation Of Synaptic Plasticity (GO:0031915),0.0016924471398015273,0.03667893637405933
Vesicle-Mediated Transport (GO:0016192),0.0017774694213293256,0.03790023508060272
Proton Transmembrane Transport (GO:1902600),0.0019164533527755918,0.040215100513798924
Pyruvate Metabolic Process (GO:0006090),0.0020656973561640583,0.04266956101326383
Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858),0.002126679642028761,0.04325339210403111
Negative Regulation Of Intracellular Protein Transport (GO:0090317),0.0023975826731847116,0.04593629411522013
Regulation Of Lysosomal Lumen pH (GO:0035751),0.0023975826731847116,0.04593629411522013
Regulation Of Postsynapse Organization (GO:0099175),0.0023975826731847116,0.04593629411522013
"Chemical Synaptic Transmission, Postsynaptic (GO:0099565)",0.0023975826731847116,0.04593629411522013
Endosome Organization (GO:0007032),0.002561282312128825,0.048371645951918674
"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",0.0029335797172604823,0.05462242797490645
Positive Regulation Of Calcium Ion-Dependent Exocytosis (GO:0045956),0.0031145036099737853,0.05510671150798538
Positive Regulation Of Synapse Maturation (GO:0090129),0.0031145036099737853,0.05510671150798538
Proline Transport (GO:0015824),0.0031145036099737853,0.05510671150798538
Cellular Response To Peptide (GO:1901653),0.003132900618270589,0.05510671150798538
Protein Phosphorylation (GO:0006468),0.0031860601095999017,0.05510671150798538
Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),0.0033347480488947283,0.05510671150798538
Regulation Of Protein Targeting To Membrane (GO:0090313),0.0033347480488947283,0.05510671150798538
Cell-Substrate Junction Assembly (GO:0007044),0.0033347480488947283,0.05510671150798538
Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),0.0033347480488947283,0.05510671150798538
Vacuolar Acidification (GO:0007035),0.0036901930829803748,0.059493112874390915
Regulation Of Neuron Migration (GO:2001222),0.0036901930829803748,0.059493112874390915
Potassium Ion Transmembrane Transport (GO:0071805),0.003768468622754834,0.06002307854556495
Golgi Lumen Acidification (GO:0061795),0.003975947621558407,0.06111863669418854
Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane (GO:0031629),0.003975947621558407,0.06111863669418854
Myelin Assembly (GO:0032288),0.003975947621558407,0.06111863669418854
Positive Regulation Of Lipid Kinase Activity (GO:0090218),0.004067895735346556,0.06181331220836951
Regulation Of Autophagy (GO:0010506),0.0047884568562494385,0.06867022854065415
Intracellular pH Reduction (GO:0051452),0.004891672738934647,0.06867022854065415
Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905664),0.004934698722664254,0.06867022854065415
Regulation Of Synapse Maturation (GO:0090128),0.004934698722664254,0.06867022854065415
Neuron Projection Maintenance (GO:1990535),0.004934698722664254,0.06867022854065415
Negative Regulation Of Inclusion Body Assembly (GO:0090084),0.004934698722664254,0.06867022854065415
Regulation Of Inclusion Body Assembly (GO:0090083),0.004934698722664254,0.06867022854065415
Regulation Of Long-Term Neuronal Synaptic Plasticity (GO:0048169),0.004934698722664254,0.06867022854065415
Positive Regulation Of Protein Dephosphorylation (GO:0035307),0.00533849444445846,0.07351551724556338
Regulation Of Neuron Apoptotic Process (GO:0043523),0.0056574907424855134,0.07710518310892628
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),0.005809069479492576,0.07836316175397129
Cell Differentiation In Hindbrain (GO:0021533),0.00598857436322126,0.07838510206117333
Erythrocyte Development (GO:0048821),0.00598857436322126,0.07838510206117333
Negative Regulation Of Microtubule Polymerization (GO:0031115),0.00598857436322126,0.07838510206117333
Regulation Of Postsynaptic Membrane Potential (GO:0060078),0.006303721691375272,0.08073932072571599
Dendrite Morphogenesis (GO:0048813),0.006303721691375272,0.08073932072571599
Negative Regulation Of Apoptotic Process (GO:0043066),0.006351656093399745,0.08073932072571599
Cellular Response To Salt (GO:1902075),0.0066130093436452785,0.08326093668856245
Positive Regulation Of Regulated Secretory Pathway (GO:1903307),0.007135427396371334,0.08734291683336022
Ionotropic Glutamate Receptor Signaling Pathway (GO:0035235),0.007135427396371334,0.08734291683336022
Protein Heterotetramerization (GO:0051290),0.007135427396371334,0.08734291683336022
Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),0.007366458182517821,0.08934364878246386
Peptidyl-Serine Phosphorylation (GO:0018105),0.007478413098873396,0.089876928333733
Positive Regulation Of Cellular Component Organization (GO:0051130),0.007676309737396243,0.09142415741295346
G2/M Transition Of Mitotic Cell Cycle (GO:0000086),0.007935096701661272,0.09283360919996639
Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098),0.007935096701661272,0.09283360919996639
Protein Localization To Synapse (GO:0035418),0.008373145579465462,0.09709910926362579
Regulation Of Microtubule Polymerization (GO:0031113),0.009148166567967688,0.10336646327225028
Regulation Of Protein Dephosphorylation (GO:0035304),0.009148166567967688,0.10336646327225028
Cell Cycle G2/M Phase Transition (GO:0044839),0.009148166567967688,0.10336646327225028
Negative Regulation Of Protein Modification Process (GO:0031400),0.010128175696676494,0.11346990060174851
Potassium Ion Import Across Plasma Membrane (GO:1990573),0.010463764085969222,0.1146370488502549
Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427),0.010463764085969222,0.1146370488502549
Potassium Ion Transport (GO:0006813),0.010492498419728323,0.1146370488502549
Positive Regulation Of Transmembrane Transport (GO:0034764),0.011112899963597765,0.1184800472319348
Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737),0.011112899963597765,0.1184800472319348
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),0.011160500729112666,0.1184800472319348
Negative Regulation Of Growth (GO:0045926),0.011202727612701852,0.1184800472319348
Negative Regulation Of Cell Growth (GO:0030308),0.011569847963718637,0.12139157942885745
Regulation Of Cell Growth (GO:0001558),0.011881990261633951,0.1231165420262915
Protein-Containing Complex Organization (GO:0043933),0.01194507824359802,0.1231165420262915
Sodium Ion Transmembrane Transport (GO:0035725),0.01201364139288321,0.1231165420262915
Neuron Projection Organization (GO:0106027),0.012610881755265077,0.12824296677277255
Calcium-Mediated Signaling (GO:0019722),0.013566073060752049,0.13690342432300923
Synapse Organization (GO:0050808),0.013945585592739451,0.13966715267879967
Positive Regulation By Host Of Viral Process (GO:0044794),0.014191618918567291,0.14000985231601462
Postsynaptic Membrane Organization (GO:0001941),0.014191618918567291,0.14000985231601462
Cytoplasmic Microtubule Organization (GO:0031122),0.015039854893919994,0.14727917162786838
Associative Learning (GO:0008306),0.015853166400935495,0.1529772699418739
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),0.015853166400935495,0.1529772699418739
Positive Regulation Of Transport (GO:0051050),0.01677850105727143,0.1607331767950205
Receptor Clustering (GO:0043113),0.017593611172828653,0.16238782996934464
Protein Heterooligomerization (GO:0051291),0.017593611172828653,0.16238782996934464
Vesicle Docking (GO:0048278),0.017593611172828653,0.16238782996934464
Negative Regulation Of Execution Phase Of Apoptosis (GO:1900118),0.017593611172828653,0.16238782996934464
Arp2/3 Complex-Mediated Actin Nucleation (GO:0034314),0.017593611172828653,0.16238782996934464
Regulation Of Stress-Activated MAPK Cascade (GO:0032872),0.017688235639626043,0.16238782996934464
Regulation Of Signal Transduction (GO:0009966),0.018602173524911857,0.16960050620643777
Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584),0.01941107175994493,0.17107624577764796
Peripheral Nervous System Development (GO:0007422),0.01941107175994493,0.17107624577764796
Hydrogen Peroxide Catabolic Process (GO:0042744),0.01941107175994493,0.17107624577764796
Long-Term Memory (GO:0007616),0.01941107175994493,0.17107624577764796
Long-Term Synaptic Potentiation (GO:0060291),0.01941107175994493,0.17107624577764796
Regulation Of Macroautophagy (GO:0016241),0.020323425342913707,0.17781974358179461
Regulation Of Exocytosis (GO:0017157),0.020579743394867307,0.17781974358179461
Negative Regulation Of Neuron Projection Development (GO:0010977),0.020579743394867307,0.17781974358179461
Regulation Of Dendritic Spine Development (GO:0060998),0.02130369779635182,0.18169992572114263
Focal Adhesion Assembly (GO:0048041),0.02130369779635182,0.18169992572114263
Protein Modification Process (GO:0036211),0.02267985705926123,0.1875762389014283
Negative Regulation Of Protein Phosphorylation (GO:0001933),0.022980466277466322,0.1875762389014283
Axon Guidance (GO:0007411),0.022980466277466322,0.1875762389014283
Negative Regulation Of Programmed Cell Death (GO:0043069),0.023072335227521206,0.1875762389014283
"Positive Regulation Of Synaptic Transmission, Glutamatergic (GO:0051968)",0.02326966957627401,0.1875762389014283
Modulation By Host Of Viral Process (GO:0044788),0.02326966957627401,0.1875762389014283
Cytoskeleton-Dependent Intracellular Transport (GO:0030705),0.02326966957627401,0.1875762389014283
Positive Regulation Of Phosphatase Activity (GO:0010922),0.02326966957627401,0.1875762389014283
Negative Regulation Of Axonogenesis (GO:0050771),0.02326966957627401,0.1875762389014283
Cellular Response To Organic Cyclic Compound (GO:0071407),0.024782379348198394,0.198559427262535
Negative Regulation Of Protein Tyrosine Kinase Activity (GO:0061099),0.025307197603603383,0.1991435430474028
Actin Nucleation (GO:0045010),0.025307197603603383,0.1991435430474028
Potassium Ion Homeostasis (GO:0055075),0.025307197603603383,0.1991435430474028
Negative Regulation Of Signal Transduction (GO:0009968),0.026309222252211963,0.2058035018782498
Protein-Containing Complex Assembly (GO:0065003),0.02653334669183811,0.2063357901565293
Cellular Response To Organonitrogen Compound (GO:0071417),0.027157114223687415,0.20828734663724516
Regulation Of Execution Phase Of Apoptosis (GO:1900117),0.027414522174644976,0.20828734663724516
Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903050),0.027414522174644976,0.20828734663724516
Response To Copper Ion (GO:0046688),0.027414522174644976,0.20828734663724516
Positive Regulation Of Apoptotic Process (GO:0043065),0.027729094403577573,0.209473501723026
Negative Regulation Of Protein Localization To Membrane (GO:1905476),0.02958991293367887,0.22100488643120603
Cellular Response To Steroid Hormone Stimulus (GO:0071383),0.02958991293367887,0.22100488643120603
Protein Autophosphorylation (GO:0046777),0.03143454198764511,0.22995336445852715
Regulation Of JNK Cascade (GO:0046328),0.03147966406603096,0.22995336445852715
Negative Regulation Of Protein Polymerization (GO:0032272),0.03183166845379007,0.22995336445852715
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),0.03183166845379007,0.22995336445852715
Organelle Membrane Fusion (GO:0090174),0.03183166845379007,0.22995336445852715
Dendritic Spine Organization (GO:0097061),0.03183166845379007,0.22995336445852715
Mitotic Cell Cycle Phase Transition (GO:0044772),0.032389902498016786,0.23145649244528751
Cytoskeleton Organization (GO:0007010),0.032389902498016786,0.23145649244528751
Positive Regulation Of Cell Cycle (GO:0045787),0.03326735684579945,0.23428037091948703
Regulation Of Cell-Matrix Adhesion (GO:0001952),0.03326735684579945,0.23428037091948703
Negative Regulation Of Neurogenesis (GO:0050768),0.034138115815491026,0.23428037091948703
Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178),0.034138115815491026,0.23428037091948703
Monoubiquitinated Histone H2A Deubiquitination (GO:0035522),0.034138115815491026,0.23428037091948703
Monoubiquitinated Histone Deubiquitination (GO:0035521),0.034138115815491026,0.23428037091948703
Negative Regulation Of Notch Signaling Pathway (GO:0045746),0.034138115815491026,0.23428037091948703
Regulation Of Protein Ubiquitination (GO:0031396),0.03425634082629577,0.23428037091948703
Peptidyl-Serine Modification (GO:0018209),0.03438002417426663,0.23428037091948703
Regulation Of Endocytosis (GO:0030100),0.03458224285834175,0.23444987209603996
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),0.03650761020984499,0.24499015582444203
Regulation Of Sodium Ion Transmembrane Transport (GO:1902305),0.03650761020984499,0.24499015582444203
Metal Ion Transport (GO:0030001),0.038295331532117734,0.2548353594558625
Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765),0.03893853450082014,0.2548353594558625
Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),0.03893853450082014,0.2548353594558625
Response To Steroid Hormone (GO:0048545),0.03893853450082014,0.2548353594558625
Positive Regulation Of Dephosphorylation (GO:0035306),0.03893853450082014,0.2548353594558625
Positive Regulation Of Cell Projection Organization (GO:0031346),0.03919144148061952,0.25522702284423154
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),0.04010675647758251,0.2594001105347135
Regulation Of Protein Kinase Activity (GO:0045859),0.040224676747062225,0.2594001105347135
Regulation Of Potassium Ion Transport (GO:0043266),0.041429298853694965,0.2615896076928392
Response To Amino Acid (GO:0043200),0.041429298853694965,0.2615896076928392
Positive Regulation Of Cell Communication (GO:0010647),0.041429298853694965,0.2615896076928392
Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),0.041429298853694965,0.2615896076928392
Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),0.041553568544248284,0.2615896076928392
Regulation Of Cell Cycle (GO:0051726),0.04354009846086913,0.27041565543978
Positive Regulation Of Glucose Transmembrane Transport (GO:0010828),0.0439783403324907,0.27041565543978
Central Nervous System Neuron Differentiation (GO:0021953),0.0439783403324907,0.27041565543978
Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111),0.0439783403324907,0.27041565543978
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),0.0439783403324907,0.27041565543978
Positive Regulation Of Secretion By Cell (GO:1903532),0.044525131725836845,0.27081046337547116
Protein Tetramerization (GO:0051262),0.044525131725836845,0.27081046337547116
Neuron Projection Guidance (GO:0097485),0.045622097882589786,0.27081046337547116
Regulation Of DNA Metabolic Process (GO:0051052),0.045622097882589786,0.27081046337547116
Regulation Of Transmembrane Transport (GO:0034762),0.04658412248861984,0.27081046337547116
Gluconeogenesis (GO:0006094),0.04658412248861984,0.27081046337547116
Regulation Of Protein Polymerization (GO:0032271),0.049245134993452816,0.27081046337547116
Monoubiquitinated Protein Deubiquitination (GO:0035520),0.049245134993452816,0.27081046337547116
